1.0, 5.4, 2
0.8500000000000014, 5.300000000000001, 2
2.0, 5.300000000000001, 2
0.25, 5.050000000000001, 2
1.1500000000000004, 5.0, 2
1.25, 4.9, 2
1.6000000000000014, 4.9, 2
1.1500000000000004, 4.800000000000001, 2
0.5500000000000007, 4.75, 2
0.25, 4.450000000000001, 2
2.25, 4.450000000000001, 2
-0.25, 4.4, 2
-0.049999999999998934, 4.4, 2
-0.1999999999999993, 4.350000000000001, 2
-0.14999999999999858, 4.350000000000001, 2
-0.14999999999999858, 4.300000000000001, 2
2.5, 4.200000000000001, 2
2.6500000000000004, 4.050000000000001, 2
2.950000000000001, 3.950000000000001, 2
1.25, 3.6000000000000014, 2
-0.1999999999999993, 3.5500000000000007, 2
1.200000000000001, 3.5500000000000007, 2
1.25, 3.5500000000000007, 2
-0.1999999999999993, 3.5, 2
-0.14999999999999858, 3.5, 2
2.5500000000000007, 3.5, 2
-0.25, 3.450000000000001, 2
2.5500000000000007, 3.450000000000001, 2
2.6000000000000014, 3.450000000000001, 2
-0.049999999999998934, 3.4000000000000004, 2
1.0500000000000007, 3.4000000000000004, 2
1.4000000000000004, 3.4000000000000004, 2
2.5, 3.4000000000000004, 2
2.6500000000000004, 3.4000000000000004, 2
-0.29999999999999893, 2.3500000000000014, 3
-0.049999999999998934, 2.3500000000000014, 3
1.1000000000000014, 2.3500000000000014, 3
1.200000000000001, 2.3500000000000014, 3
1.1500000000000004, 2.3000000000000007, 3
-0.1999999999999993, 2.25, 3
-0.14999999999999858, 2.25, 3
-0.1999999999999993, 2.200000000000001, 3
1.1500000000000004, 2.0, 3
1.1500000000000004, 1.950000000000001, 3
1.200000000000001, 1.950000000000001, 3
1.1000000000000014, 1.9000000000000004, 3
1.3000000000000007, 1.9000000000000004, 3
1.75, 1.700000000000001, 3
3.1500000000000004, 1.700000000000001, 3
3.1000000000000014, 1.6500000000000004, 3
1.8500000000000014, 1.6000000000000014, 3
3.0500000000000007, 1.6000000000000014, 3
3.1000000000000014, 1.6000000000000014, 3
1.75, 1.5, 3
3.200000000000001, 1.5, 3
0.9500000000000011, -0.25, 3
0.5500000000000007, -0.6500000000000004, 3
0.5, -0.6999999999999993, 3
0.5500000000000007, -0.6999999999999993, 3
0.25, -0.7999999999999989, 3
0.3000000000000007, -0.7999999999999989, 3
0.25, -0.8499999999999996, 3
0.9500000000000011, -1.0999999999999996, 3
0.7000000000000011, -1.1999999999999993, 3
3.9000000000000004, -1.4000000000000004, 3
4.300000000000001, -1.4000000000000004, 3
2.0500000000000007, -1.4499999999999993, 3
2.5500000000000007, -1.4499999999999993, 3
2.200000000000001, -1.549999999999999, 3
4.100000000000001, -1.549999999999999, 3
4.15, -1.549999999999999, 3
4.15, -1.5999999999999996, 3
4.15, -1.6500000000000004, 3
4.200000000000001, -1.6500000000000004, 3
4.300000000000001, -1.75, 3
4.050000000000001, -1.9499999999999993, 3
-0.049999999999998934, -2.6499999999999995, 3
0.20000000000000107, -2.6999999999999993, 3
2.200000000000001, -2.8499999999999996, 3
2.1500000000000004, -2.8999999999999995, 3
2.200000000000001, -2.8999999999999995, 3
1.8500000000000014, -2.9499999999999993, 3
1.950000000000001, -3.05, 3
2.3500000000000014, -3.05, 3
1.9000000000000004, -3.1499999999999995, 3
-0.14999999999999858, -3.8, 3
